lb	mle	ub	ce	Z	cZ
Hoxb7	-0.9102252449338	0.633200170388732	2.61195070285351	0	0.82918487334647	0.289831153627787
Sla2	-2.92855078804787	-0.989375266232388	1.30597535142675	0	-0.82911237310454	-0.289831153627787
Osbpl5	-0.870650234284502	0.633200170388732	2.33492562830844	0	0.829048540727979	0.289831153627787
Shroom3	-2.53280068155492	-0.791500212985911	1.10810029818028	0	-0.828964799787961	-0.289831153627787
Shprh	-3.40345091583941	-1.54342541532253	1.22682533012817	0	-0.828947525699405	-0.289831153627787
Akirin1	-0.791500212985911	0.593625159739434	2.01832554311408	0	0.828884263740069	0.289831153627787
Rpl39	-1.86002550051689	-0.55405014909014	0.71235019168732	0	-0.828734799558293	-0.289831153627787
Gtf2h3	-2.17662558571126	-0.672775181038026	0.9102252449338	0	-0.828720189673795	-0.289831153627787
Mthfr	-0.870650234284502	0.633200170388732	2.17662558571126	0	0.828717462768494	0.289831153627787
Nebl	-1.22682533012817	1.02895027688169	2.45365066025633	0	0.828283584036974	0.289491377719954
Dcp1b	-1.30597535142675	0.949800255583097	2.84940076674929	0	0.828268473513137	0.289491377719954
Fbxl19	-2.65152571350281	-0.831075223635208	1.22682533012817	0	-0.828084291882411	-0.289491377719954
Fmnl1	-1.14767530882957	0.9102252449338	2.29535061765914	0	0.828082294954658	0.289491377719954
Trim65	-1.22682533012817	0.989375266232388	2.57237569220421	0	0.827751663524604	0.289191942386838
Gm6813	-0.9102252449338	0.672775181038026	2.33492562830844	0	0.827615253795147	0.289191942386838
C330027C09Rik	-3.16600085194365	-0.791500212985911	1.10810029818028	0	-0.827574133920901	-0.289191942386838
Map3k2	-1.22682533012817	1.10810029818028	3.28472588389153	0	0.82734239936847	0.289004716369398
Erlin2	-2.09747556441266	-0.633200170388732	0.9102252449338	0	-0.827158520837964	-0.288884581085384
Hspe1	-1.8204504898676	-0.55405014909014	0.71235019168732	0	-0.826505818599717	-0.288212298811168
Fam53c	-0.870650234284502	0.633200170388732	2.25577560700985	0	0.826482623719139	0.288212298811168
Arhgef15	-2.61195070285351	-0.9102252449338	1.06852528753098	0	-0.826251635814831	-0.288130736598335
Ece2	-2.65152571350281	-0.831075223635208	1.14767530882957	0	-0.826221441087344	-0.288130736598335
Wnk4	-1.26640034077746	0.949800255583097	2.6911007241521	0	0.826129890160246	0.288130736598335
Usp30	-2.41407564960703	-0.831075223635208	1.46427539402394	0	-0.825918891684979	-0.287991263418242
Prosapip1	-2.61195070285351	-0.791500212985911	1.10810029818028	0	-0.825799096133596	-0.287991263418242
Rhbdf2	-0.989375266232388	0.71235019168732	2.53280068155492	0	0.825627109963816	0.287991263418242
2810006K23Rik	-1.50385040467323	1.18725031947887	3.08685083064506	0	0.825488463821823	0.287991263418242
Hsd17b10	-0.949800255583097	0.71235019168732	2.41407564960703	0	0.825463813719506	0.287991263418242
Dclre1b	-1.34555036207605	0.949800255583097	2.7306757348014	0	0.825419737402756	0.287991263418242
4930455F23Rik	-1.02895027688169	0.71235019168732	2.61195070285351	0	0.82534333157373	0.287991263418242
Slc12a9	-1.06852528753098	0.751925202336617	2.92855078804787	0	0.825203783692209	0.28793321103956
Abhd13	-0.870650234284502	0.633200170388732	2.29535061765914	0	0.82497847141181	0.28778361762141
Mgat5	-2.61195070285351	-0.9102252449338	1.14767530882957	0	-0.824806541039744	-0.28778361762141
1500011K16Rik	-0.831075223635208	0.593625159739434	2.01832554311408	0	0.824802695492384	0.28778361762141
Erlec1	-0.870650234284502	0.633200170388732	2.33492562830844	0	0.82468807065582	0.287760461178229
Baiap2l1	-1.10810029818028	0.791500212985911	2.57237569220421	0	0.824271966063975	0.28731488666772
Rhbdl1	-1.22682533012817	1.06852528753098	2.41407564960703	0	0.823709643529503	0.286801878296225
1110017D15Rik	-1.22682533012817	1.06852528753098	2.41407564960703	0	0.823709643529503	0.286801878296225
Yars2	-2.53280068155492	-0.791500212985911	1.10810029818028	0	-0.823397913723417	-0.286725801846816
Hspb1	-0.949800255583097	0.71235019168732	2.41407564960703	0	0.823395074006458	0.286725801846816
Cmbl	-2.53280068155492	-0.831075223635208	1.02895027688169	0	-0.823172505531369	-0.286725801846816
Dnase1	-2.53280068155492	-0.831075223635208	1.02895027688169	0	-0.823172505531369	-0.286725801846816
Klra2	-1.38512537272535	1.10810029818028	2.6911007241521	0	0.82309683697188	0.286725801846816
AU015228	-1.22682533012817	1.02895027688169	2.45365066025633	0	0.823066828003482	0.286725801846816
Fkbp11	-0.989375266232388	0.71235019168732	2.45365066025633	0	0.822897333687871	0.286625737573194
Wwc1	-1.06852528753098	0.751925202336617	3.04727581999576	0	0.822622007361481	0.286424914680817
Fam119a	-1.18725031947887	0.831075223635208	3.08685083064506	0	0.822511642802379	0.286424914680817
2310015A10Rik	-2.7306757348014	-1.02895027688169	1.34555036207605	0	-0.822455551676433	-0.286424914680817
Naga	-0.949800255583097	0.672775181038026	2.29535061765914	0	0.822343172490188	0.286424914680817
Pnkp	-2.41407564960703	-0.9102252449338	1.14767530882957	0	-0.822263735877073	-0.286424914680817
Col11a2	-1.18725031947887	0.949800255583097	2.37450063895773	0	0.822050090429102	0.286313974529551
Il11ra1	-0.9102252449338	0.633200170388732	2.41407564960703	0	0.821988473440748	0.286313974529551
Fbxo6	-2.13705057506196	-0.672775181038026	0.9102252449338	0	-0.821414145065727	-0.285663904961729
Cdkal1	-1.02895027688169	0.672775181038026	2.80982575609999	0	0.821134338172747	0.285663904961729
Tmem179b	-2.49322567090562	-0.831075223635208	1.14767530882957	0	-0.821118280858989	-0.285663904961729
Klf10	-0.9102252449338	0.633200170388732	2.17662558571126	0	0.821006602228378	0.285663904961729
Fgf18	-2.96812579869717	-1.02895027688169	1.50385040467323	0	-0.820973455872055	-0.285663904961729
Dusp11	-0.791500212985911	0.554050149090137	1.97875053246478	0	0.820779975257713	0.285663904961729
Tubg2	-2.45365066025633	-0.791500212985911	1.18725031947887	0	-0.820681818108427	-0.285663904961729
2610020H08Rik	-1.30597535142675	0.9102252449338	3.08685083064506	0	0.820641447241679	0.285663904961729
Dzip1	-0.9102252449338	0.633200170388732	2.29535061765914	0	0.820384157326839	0.285663904961729
Gm505	-1.30597535142675	1.10810029818028	2.6911007241521	0	0.820373414926173	0.285663904961729
Cgrrf1	-0.831075223635208	0.593625159739434	2.13705057506196	0	0.82017616243203	0.285663904961729
E130308A19Rik	-3.68047599038449	-1.8204504898676	1.70172545791971	0	-0.820141461806005	-0.285663904961729
Sort1	-1.62257543662112	1.66215044727041	3.87835104363098	0	0.820067826390311	0.285663904961729
Rin3	-1.06852528753098	0.791500212985911	2.80982575609999	0	0.81990899617227	0.285663904961729
Sec23a	-0.9102252449338	0.672775181038026	2.25577560700985	0	0.819866771519938	0.285663904961729
Ms4a7	-2.6911007241521	-0.831075223635208	1.10810029818028	0	-0.819847370902924	-0.285663904961729
Alad	-2.49322567090562	-0.71235019168732	0.989375266232388	0	-0.819727696648934	-0.285663904961729
Fbxo36	-1.22682533012817	0.989375266232388	2.37450063895773	0	0.819631946317009	0.285663904961729
Pde8b	-2.57237569220421	-0.9102252449338	1.46427539402394	0	-0.819630841210822	-0.285663904961729
Pphln1	-0.831075223635208	0.593625159739434	2.09747556441266	0	0.819367913032532	0.285663904961729
Htr2a	-1.02895027688169	0.672775181038026	2.92855078804787	0	0.819361122427773	0.285663904961729
6720456B07Rik	-0.751925202336617	0.554050149090137	1.86002550051689	0	0.819272991000365	0.285663904961729
Rgs6	-1.14767530882957	0.791500212985911	2.65152571350281	0	0.819271425245233	0.285663904961729
Yeats4	-0.949800255583097	0.672775181038026	2.41407564960703	0	0.818867782239447	0.285368108039385
Kctd13	-0.949800255583097	0.633200170388732	2.80982575609999	0	0.818864253883462	0.285368108039385
Gnb5	-1.14767530882957	0.870650234284502	2.6911007241521	0	0.818730548153926	0.28531795779167
Fabp4	-3.04727581999576	-0.949800255583097	1.26640034077746	0	-0.818544092433396	-0.285194016388941
Fam71e1	-1.22682533012817	0.989375266232388	2.41407564960703	0	0.818364941477159	0.285133125102633
Mansc1	-1.26640034077746	1.02895027688169	2.65152571350281	0	0.818201940331623	0.285133125102633
Samd4b	-0.791500212985911	0.554050149090137	1.86002550051689	0	0.817934492108215	0.285133125102633
Zfp296	-1.18725031947887	0.831075223635208	2.88897577739858	0	0.817926860269623	0.285133125102633
Suclg1	-2.17662558571126	-0.672775181038026	0.9102252449338	0	-0.817852033633378	-0.285133125102633
Tnrc6b	-0.831075223635208	0.593625159739434	2.01832554311408	0	0.817711101647264	0.285133125102633
Syn1	-2.6911007241521	-0.831075223635208	1.22682533012817	0	-0.817591960448217	-0.285133125102633
Crebzf	-0.870650234284502	0.633200170388732	2.13705057506196	0	0.817590970320917	0.285133125102633
Shmt2	-0.870650234284502	0.633200170388732	2.29535061765914	0	0.81752199598926	0.285133125102633
Xpo5	-3.04727581999576	-1.10810029818028	1.50385040467323	0	-0.817269744889966	-0.285133125102633
Ift52	-2.05790055376337	-0.633200170388732	0.831075223635208	0	-0.817269109561535	-0.285133125102633
Rarres1	-1.06852528753098	0.751925202336617	2.7306757348014	0	0.817045945554666	0.285133125102633
Tecpr2	-1.22682533012817	0.870650234284502	2.6911007241521	0	0.816961886344095	0.285133125102633
Nedd4	-0.791500212985911	0.554050149090137	1.89960051116619	0	0.816920630135898	0.285133125102633
Pld2	-1.02895027688169	0.672775181038026	3.04727581999576	0	0.81690616216033	0.285133125102633
Zfp248	-1.26640034077746	0.9102252449338	2.6911007241521	0	0.816765894001233	0.285133125102633
Zbtb5	-0.989375266232388	0.672775181038026	2.88897577739858	0	0.816752908554193	0.285133125102633
Rab24	-0.831075223635208	0.554050149090137	2.13705057506196	0	0.816650245404121	0.285133125102633
Nufip2	-0.831075223635208	0.593625159739434	1.97875053246478	0	0.816642807583693	0.285133125102633
Leo1	-0.9102252449338	0.633200170388732	2.37450063895773	0	0.816450100631512	0.28500037009847
Sipa1l2	-3.00770080934646	-1.14767530882957	1.7808754792183	0	-0.816104171666377	-0.284801211832493
Ttc19	-0.989375266232388	0.71235019168732	2.53280068155492	0	0.816057618664399	0.284801211832493
Slc25a12	-0.870650234284502	0.593625159739434	2.05790055376337	0	0.815970570129631	0.284801211832493
Arvcf	-2.41407564960703	-0.71235019168732	1.02895027688169	0	-0.815916808373232	-0.284801211832493
Taf6	-2.53280068155492	-0.791500212985911	1.06852528753098	0	-0.815733174314849	-0.28472731510096
r_RLTR22_Mus	-2.29535061765914	-0.672775181038026	0.9102252449338	0	-0.81566857280632	-0.28472731510096
Lta	-1.22682533012817	0.989375266232388	2.37450063895773	0	0.815374226977727	0.284555554168601
Zdhhc5	-0.831075223635208	0.593625159739434	2.09747556441266	0	0.815266781540496	0.284555554168601
Pa2g4	-1.97875053246478	-0.593625159739434	0.791500212985911	0	-0.815252647278429	-0.284555554168601
P2rx6	-1.22682533012817	1.02895027688169	2.37450063895773	0	0.815119611266928	0.284506119468937
Eif2s3y	-1.22682533012817	0.831075223635208	2.80982575609999	0	0.814919484191372	0.284362970940123
Rilpl1	-0.831075223635208	0.554050149090137	2.13705057506196	0	0.814819452927651	0.28435962472848
1500002O20Rik	-2.49322567090562	-0.751925202336617	1.10810029818028	0	-0.81453779247816	-0.284274328992677
Lepr	-2.77025074545069	-0.71235019168732	0.949800255583097	0	-0.814526207790102	-0.284274328992677
Loh12cr1	-1.10810029818028	0.791500212985911	2.65152571350281	0	0.814455795624616	0.284274328992677
Gdnf	-1.22682533012817	1.02895027688169	2.45365066025633	0	0.814367904855924	0.284274328992677
Lyrm7	-2.88897577739858	-0.751925202336617	1.06852528753098	0	-0.814058919516732	-0.283982194680755
Fbxo4	-0.949800255583097	0.633200170388732	2.41407564960703	0	0.813963492579497	0.283982194680755
Senp6	-0.791500212985911	0.554050149090137	2.09747556441266	0	0.813844752632053	0.283961962081748
Tasp1	-1.62257543662112	0.949800255583097	2.96812579869717	0	0.813753817083063	0.283961962081748
Grhpr	-2.61195070285351	-0.791500212985911	1.14767530882957	0	-0.813601266332492	-0.283885216196712
Ngly1	-0.949800255583097	0.633200170388732	2.6911007241521	0	0.813481672743048	0.283854478318165
Fras1	-1.22682533012817	0.831075223635208	2.77025074545069	0	0.812893123835318	0.283480690922483
Srp14	-0.791500212985911	0.554050149090137	1.86002550051689	0	0.812867651474918	0.283480690922483
Elmo1	-3.32430089454081	-0.831075223635208	1.26640034077746	0	-0.812854763218655	-0.283480690922483
Ptger4	-1.42470038337464	0.9102252449338	2.77025074545069	0	0.812732374404737	0.283480690922483
Fam20c	-0.870650234284502	0.593625159739434	2.33492562830844	0	0.812677817730231	0.283480690922483
Ano8	-1.14767530882957	0.831075223635208	2.61195070285351	0	0.812628559458202	0.283480690922483
Tbc1d10a	-0.9102252449338	0.633200170388732	2.37450063895773	0	0.812330763710336	0.283201174663795
Ctdp1	-0.949800255583097	0.672775181038026	2.49322567090562	0	0.812079314873909	0.282986349339749
Gm12669	-0.751925202336617	0.554050149090137	1.86002550051689	0	0.81157248862019	0.28259924406824
Miip	-1.02895027688169	0.672775181038026	3.00770080934646	0	0.811552719186559	0.28259924406824
Zfp1	-2.77025074545069	-0.751925202336617	1.02895027688169	0	-0.811509356195449	-0.28259924406824
Snord57	-1.22682533012817	0.989375266232388	2.37450063895773	0	0.811260625698875	0.282579271227526
Cwf19l2	-2.41407564960703	-0.751925202336617	0.989375266232388	0	-0.811119308898152	-0.282579271227526
r_tRNA-Ser-TCG	-0.9102252449338	0.633200170388732	2.25577560700985	0	0.811116440815218	0.282579271227526
Plcxd1	-1.30597535142675	0.989375266232388	2.65152571350281	0	0.811104951493571	0.282579271227526
Cenpq	-2.49322567090562	-0.71235019168732	0.989375266232388	0	-0.810772053498245	-0.282398846590929
r_IAPEy-int	-2.6911007241521	-0.791500212985911	1.10810029818028	0	-0.810625550950153	-0.282398846590929
1700010I14Rik	-1.26640034077746	1.10810029818028	2.49322567090562	0	0.810611567422178	0.282398846590929
Prl8a9	-1.22682533012817	0.949800255583097	2.41407564960703	0	0.810585663104971	0.282398846590929
Tmem158	-1.06852528753098	0.71235019168732	2.65152571350281	0	0.810096820944907	0.281904676583027
Atp11c	-1.02895027688169	0.71235019168732	2.53280068155492	0	0.810036517479698	0.281904676583027
Rhod	-0.870650234284502	0.593625159739434	2.33492562830844	0	0.809841577498184	0.28176870153246
Rras	-0.831075223635208	0.554050149090137	2.13705057506196	0	0.809678229429548	0.281676804093363
Sgol2	-3.04727581999576	-0.870650234284502	1.22682533012817	0	-0.809445445809799	-0.281615938240312
Gm12166-Chr11	-2.57237569220421	-0.870650234284502	1.26640034077746	0	-0.809439651924667	-0.281615938240312
Sdk1	-1.26640034077746	1.02895027688169	2.41407564960703	0	0.808881808663761	0.280973629484777
Slc25a22	-0.989375266232388	0.71235019168732	2.41407564960703	0	0.80868966853519	0.280968167099413
Sphk1	-0.989375266232388	0.672775181038026	2.57237569220421	0	0.80863598227475	0.280968167099413
2010107H07Rik	-0.791500212985911	0.554050149090137	1.93917552181549	0	0.808497305237629	0.280968167099413
2310047B19Rik	-2.80982575609999	-0.751925202336617	1.18725031947887	0	-0.808466937235018	-0.280968167099413
Thoc5	-0.870650234284502	0.554050149090137	2.65152571350281	0	0.808389567496963	0.280968167099413
Nckap5l	-1.22682533012817	0.831075223635208	3.20557586259294	0	0.808041981422331	0.280968167099413
2810055F11Rik	-0.949800255583097	0.633200170388732	2.7306757348014	0	0.807958700791284	0.280968167099413
Spag7	-2.01832554311408	-0.593625159739434	0.791500212985911	0	-0.807771783922678	-0.280968167099413
2610301B20Rik	-1.02895027688169	0.71235019168732	2.49322567090562	0	0.80755557302312	0.280968167099413
Vegfb	-1.97875053246478	-0.593625159739434	0.791500212985911	0	-0.807509960751512	-0.280968167099413
Fancm	-2.25577560700985	-0.633200170388732	0.870650234284502	0	-0.807497067447407	-0.280968167099413
1110038F14Rik	-0.949800255583097	0.672775181038026	2.45365066025633	0	0.807482902473169	0.280968167099413
Ccdc127	-0.831075223635208	0.593625159739434	1.97875053246478	0	0.807442941873517	0.280968167099413
Mthfd1l	-2.29535061765914	-0.71235019168732	0.989375266232388	0	-0.807392598585817	-0.280968167099413
H47	-0.791500212985911	0.554050149090137	1.93917552181549	0	0.807338123091657	0.280968167099413
Wdr90	-2.77025074545069	-0.870650234284502	1.10810029818028	0	-0.807313957982503	-0.280968167099413
Ppp2ca	-0.870650234284502	0.633200170388732	2.13705057506196	0	0.806948889157173	0.280968167099413
Tnni3k	-1.22682533012817	0.949800255583097	2.41407564960703	0	0.806937273399883	0.280968167099413
Cndp2	-2.05790055376337	-0.593625159739434	0.791500212985911	0	-0.806903385486169	-0.280968167099413
Lpin1	-0.870650234284502	0.593625159739434	2.09747556441266	0	0.806786528698504	0.280968167099413
Gm6251	-0.791500212985911	0.554050149090137	1.97875053246478	0	0.806747807208631	0.280968167099413
Ppp6r1	-0.831075223635208	0.554050149090137	2.01832554311408	0	0.806614824558919	0.280968167099413
Rfc2	-2.33492562830844	-0.672775181038026	0.949800255583097	0	-0.806555763351927	-0.280968167099413
Sclt1	-3.00770080934646	-0.949800255583097	1.34555036207605	0	-0.806460527288266	-0.280968167099413
1810029B16Rik	-2.45365066025633	-0.672775181038026	0.9102252449338	0	-0.806443107142331	-0.280968167099413
Pi4k2b	-0.870650234284502	0.593625159739434	2.13705057506196	0	0.806110390142817	0.280640129469335
Hdac6	-2.17662558571126	-0.71235019168732	0.949800255583097	0	-0.805701243517236	-0.28020557796726
Dok5	-0.989375266232388	0.672775181038026	2.41407564960703	0	0.805109141214975	0.279872806828078
Slc1a5	-2.33492562830844	-0.71235019168732	0.949800255583097	0	-0.80509951071849	-0.279872806828078
Nedd8	-0.751925202336617	0.514475138440843	1.8204504898676	0	0.804906706867684	0.279872806828078
Prdm4	-0.989375266232388	0.672775181038026	2.53280068155492	0	0.804862886714632	0.279872806828078
Lpgat1	-0.949800255583097	0.633200170388732	2.37450063895773	0	0.804798981711514	0.279872806828078
